,0,name
835,nm1404105,Matti Halonen
836,nm0384825,John Hillcoat
837,nm4316121,Veronica Roth
838,nm1092072,Jarrett Grode
839,nm1031639,Cedric Nicolas-Troyan
840,nm6282538,Carlos Faria
841,nm5136172,Dan Antoniazzi
842,nm1701420,Nicole DeMasi
843,nm3231710,Dylan Meyer
844,nm1351557,Molly Prather
845,nm0000229,Steven Spielberg
846,nm3745731,Bogdan Mirica
847,nm0780825,Carl Seaton
848,nm0866038,Jonathan Tolins
849,nm6881621,Sawyer Perry
850,nm5616219,Nagraj Manjule
851,nm2417866,David Barstow
852,nm2021909,Toby Halbrooks
853,nm0075666,Joe Berlinger
854,nm1256143,David Kerr
855,nm0051972,Lance Bangs
856,nm6828079,Adrienne Thorne
857,nm0193554,Vondie Curtis-Hall
858,nm1642224,Sidney Karger
859,nm0632382,Adam Nimoy
860,nm0169806,Taika Waititi
861,nm0200403,Michelle Danner
862,nm0528244,Brian Lynch
863,nm1504572,Bob Nelson
864,nm2609807,Kelly Fremon Craig
865,nm10475918,Joyzel Acevedo
866,nm3532802,Sam Wrench
867,nm4636143,Rami Hachache
868,nm1321655,Christopher Markus
869,nm1470084,Amy Fox
870,nm0244058,Brook Durham
871,nm1868849,Seth W. Owen
872,nm8254778,Vipul K. Rawal
873,nm2904191,Soyoung Lee
874,nm0218204,J.M. DeMatteis
875,nm5853165,Colin Harrison
876,nm7702379,Declan Power
877,nm1746309,Mark Chappell
878,nm4138262,Ribhu Dasgupta
879,nm0427037,Antti Jokinen
880,nm3475267,Steve Greene
881,nm4136881,David Steenhoek
882,nm4441810,Kiran Yadnyopavit
883,nm1123994,James A. Woods
884,nm4678928,Mikael Hed
885,nm2484885,Courtney Ware
886,nm2452397,Robert Mazur
887,nm0067457,Timur Bekmambetov
888,nm0316795,Alex Gibney
889,nm0652801,Cristina Otero
890,nm1325899,Travis Knight
891,nm4858446,Tyler W. Konney
892,nm0001741,Bryan Singer
893,nm1061418,Micah Wright
894,nm6710963,Michael Cody
895,nm0498278,Stan Lee
896,nm3755041,Sharon Wilharm
897,nm0868153,Giuseppe Tornatore
898,nm0793840,Akiyuki Shinbo
899,nm1767754,Katie Dippold
900,nm2950727,Tuomas Laurila
901,nm1220140,James Watkins
902,nm1435939,Cris Jones
903,nm0806002,Paul Sloan
904,nm0598531,Mark Monroe
905,nm1726691,Adam Randall
906,nm0202425,Ken Daurio
907,nm0005366,Jay Roach
908,nm0799562,David Simkins
909,nm4057793,Bill Dubuque
910,nm0000144,Cary Elwes
911,nm0290556,James Franco
912,nm1579902,Sharon Kleinberg
913,nm0758010,Murray Salem
914,nm0326211,Gary Goldstein
915,nm2523380,Paul Davis
916,nm1157527,Andrew Jay Cohen
917,nm6440635,Manouchehr Hadi
918,nm0000948,Shane Black
919,nm1826454,Seong-hun Kim
920,nm3613117,Greg Kwedar
921,nm1222421,Trevor Wall
922,nm5726827,Brett Glassberg
923,nm0005061,Quincy Jones III
924,nm3227090,Damien Chazelle
925,nm0784008,Ivan Sen
926,nm6451383,Mark W. Curran
927,nm3782043,Ariel Shaffir
928,nm2048769,Takashi Hasegawa
929,nm0002700,Malcolm D. Lee
930,nm3286715,Sergey Petreykov
931,nm1031708,Mikkel Nørgaard
932,nm4260438,John D. Payne
933,nm0086912,Alain-Michel Blanc
934,nm6446224,Brinna Kelly
935,nm0002645,Paolo Genovese
936,nm1319586,Al Milgrom
937,nm1738082,Dani de la Orden
938,nm0000500,Richard Linklater
939,nm2239581,Gabriel Ripstein
940,nm2589786,Spencer Averick
941,nm0909568,Bradley Walsh
942,nm0596407,Hans Petter Moland
943,nm1749125,Diego San José
944,nm2791125,Anthony Gaudioso
945,nm0842523,Robin Swicord
946,nm3550361,Sarik Andreasyan
947,nm0932104,Martha Williamson
948,nm0848496,Paul Tamasy
949,nm7882777,Owen Suskind
950,nm4272197,Gevond Andreasyan
951,nm0493225,Guy Lawson
952,nm5654941,Chris Anderson
953,nm3812261,Francesca Manieri
954,nm0082450,Paul Feig
955,nm1100217,Richie Smyth
956,nm1130496,Alysia Reiner
957,nm0139867,Steve Carr
958,nm2223783,Haifaa Al-Mansour
959,nm0229172,Philippe Djian
960,nm2021934,Christian Tureaud
961,nm0001241,Stephen Frears
962,nm7839383,Xiao Song
963,nm2985554,Rhonda Baraka
964,nm5056902,Tharun Bhascker Dhaassyam
965,nm0299301,John Fusco
966,nm0925220,Michael Jai White
967,nm8221259,Hussain Sha Kiran
968,nm0269463,Jon Favreau
969,nm0908753,Lew Wallace
970,nm2361509,Guy Busick
971,nm5390305,M.L. Stedman
972,nm1467010,Dan Brown
973,nm1909937,Philip Shelby
974,nm0000041,Akira Kurosawa
975,nm1510517,Matthew Hamachek
976,nm2788920,Dominic Morgan
977,nm0335666,Susannah Grant
978,nm0275629,Glenn Ficarra
979,nm0337773,David Gordon Green
980,nm1106214,Erica Rivinoja
981,nm0817023,Nicholas Sparks
982,nm1108007,David Lowery
983,nm0367524,Gary Harvey
984,nm0329715,Adoor Gopalakrishnan
985,nm3992361,Pirie Martin
986,nm0227625,Sheng Ding
987,nm1399170,Mushtaq Sheikh
988,nm1625338,Dinesh D'Souza
989,nm0933128,Caleb Wilson
990,nm1383080,Nigel Levy
991,nm2980183,Aditi Mediratta
992,nm6711056,Joo-Suk Park
993,nm0781683,Sirivennela Seetharama Sastry
994,nm0297946,Hiroshi Fukazawa
995,nm0601382,John Moore
996,nm3035236,Vasan Bala
997,nm1235154,Deon Cole
998,nm0564260,Don McBrearty
999,nm6893138,Barry Jay
1000,nm4395909,Luca Ravenna
1001,nm0867210,Kelvin Tong
1002,nm1242454,Amitabh Verma
1003,nm0580669,James Merendino
1004,nm0075696,Andrea Berloff
1005,nm2158772,Jeff Nichols
1006,nm5682145,Cho Jung-Rae
1007,nm2680506,Sharat Katariya
1008,nm2738907,Filippo Gravino
1009,nm1758406,Glenn Montgomery
1010,nm1740683,Daniel Fleuette
1011,nm0670408,Simon Pegg
1012,nm2392222,Oscar Sharp
1013,nm1365912,David Giuntoli
1014,nm0245112,Clea DuVall
1015,nm0003960,Zrinko Ogresta
1016,nm7893145,Nessim Chikhaoui
1017,nm0923980,William Wheeler
1018,nm0824882,Burr Steers
1019,nm0828945,Guy Stevenson
1020,nm1337885,Jeff Baena
1021,nm2131687,Héctor Cabello Reyes
1022,nm1032743,Bryan Sipe
1023,nm1098493,Rawson Marshall Thurber
1024,nm8341683,Stephanie Saul
1025,nm1948885,Matt Sazama
1026,nm0886976,Felix van Groeningen
1027,nm0921013,Richard Wenk
1028,nm0266622,Rick Famuyiwa
1029,nm2130099,Rick Yancey
1030,nm2947553,Hong-jin Na
1031,nm0617407,Aleksi Mäkelä
1032,nm0677321,Nicholas Peterson
1033,nm0302778,Joel Gallen
1034,nm1490123,James Wan
1035,nm1097510,Anthony Jaswinski
1036,nm0777881,Robert Schwentke
1037,nm1154886,Galen T. Chu
1038,nm4319770,Jeong-un Oh
1039,nm4371874,Amber Coney
1040,nm0438461,Abhishek Kapoor
1041,nm0305017,Liz Garbus
1042,nm0001348,Werner Herzog
1043,nm0266255,Jun Falkenstein
1044,nm3374051,Fernando Pérez
1045,nm2140186,Rodo Sayagues
1046,nm0001317,Renny Harlin
1047,nm0736622,Seth Rogen
1048,nm3515259,Adam Hirsch
1049,nm3773434,Kyle Hunter
1050,nm2684095,Steven Gomez
1051,nm1439465,Ernie Colon
1052,nm0160935,Daniel Chuba
1053,nm3466037,Seth M. Sherwood
1054,nm2341285,Petr Kazda
1055,nm2438571,Topher Payne
1056,nm1130190,Fernando Lebrija
1057,nm4584004,Dileesh Pothan
1058,nm0925482,Stiles White
1059,nm0646515,Jay Oliva
1060,nm0332287,José Pedro Goulart
1061,nm8303162,Gary Cohn
1062,nm4816469,Luke Harding
1063,nm5533999,Zhengyu Lu
1064,nm4707696,Elizabeth Morris
1065,nm1136420,Sarah Tiana
1066,nm3262328,Rick Morales
1067,nm2468920,Bob Woolsey
1068,nm6464289,Shane McKenzie
1069,nm1430396,Danny Kolker
1070,nm1943791,Rafael Cobos
1071,nm0000464,Jim Jarmusch
1072,nm0946883,Nai-Hoi Yau
1073,nm2057242,Brandi Harkonen
1074,nm0361135,Mia Hansen-Løve
1075,nm2085654,Adam Alleca
1076,nm4382298,Rene Gutteridge
1077,nm0741507,Kate Rose
1078,nm1324710,Martin Zandvliet
1079,nm2948393,Leonid Barats
1080,nm8368736,David Shapiro
1081,nm1015063,Jay Karas
1082,nm0854185,Miguel Tejada-Flores
1083,nm0007082,John Stockwell
1084,nm2024927,Alan Ritchson
1085,nm0850307,Juan Taratuto
1086,nm0717550,Ethan Reiff
1087,nm1156199,Alex Ranarivelo
1088,nm2959382,Victoria Lesiw
1089,nm1253546,Syllas Tzoumerkas
1090,nm0549393,Malcolm Marmorstein
1091,nm0919115,Michael D. Weiss
1092,nm0672060,D.A. Pennebaker
1093,nm0465484,Chuck Konzelman
1094,nm1439346,John Lyde
1095,nm0453115,Taran Killam
1096,nm1066073,Sheldon Moldoff
1097,nm0006534,Phil Hay
1098,nm0236854,Arnold Drake
1099,nm0370928,Carey W. Hayes
1100,nm4732914,Jacey Heldrich
1101,nm5717001,Eric Pennycoff
1102,nm1848130,Aleksi Hyvärinen
1103,nm6947132,Andrey Gavrilov
1104,nm3030296,Argyris Papadimitropoulos
1105,nm5873153,Joe Stas
1106,nm2452582,Devin Graham
1107,nm1672246,Jorma Taccone
1108,nm1038805,Clark Cheng
1109,nm0367230,Everette Hartsoe
1110,nm1592437,José Alba
1111,nm0546078,Bradley Marcus
1112,nm2683818,Sean Gaffney
1113,nm4733044,Matthew L. Schaffer
1114,nm1048560,Marcus Raboy
1115,nm0046524,Anthony Bagarozzi
1116,nm0596962,Dominik Moll
1117,nm1988881,Tomas Portella
1118,nm1189346,Gardner Fox
1119,nm0223804,Alan DiFiore
1120,nm1071898,Dylan Kidd
1121,nm1702396,Josh Comers
1122,nm0218318,William DeMeo
1123,nm2805228,Sean Dulake
1124,nm0667330,Tiffany Paulsen
1125,nm0043742,David Ayer
1126,nm1147759,Mike W. Barr
1127,nm3051114,Anthony D'Souza
1128,nm0464548,Todd Komarnicki
1129,nm0337833,Eugène Green
1130,nm8353906,Aleksey Karaulov
1131,nm4915976,Tikhon Kornev
1132,nm7483705,Matt Young
1133,nm7691245,Lucas Bucci
1134,nm1432013,Lori Mather-Welch
1135,nm1010896,Bonni Cohen
1136,nm2238667,Anu Aun
1137,nm2200708,Brian Oakes
1138,nm0372138,James Head
1139,nm2406892,Ben Ketai
1140,nm4273743,Tin Shu Mak
1141,nm4396602,Thomas Della Bella
1142,nm2452107,Jesse Joyce
1143,nm0442207,Lloyd Kaufman
1144,nm0334787,Michael Grandage
1145,nm2594149,Paul Aiello
1146,nm0230859,Xavier Dolan
1147,nm0229801,Tippi Dobrofsky
1148,nm1975882,Scott Turpel
1149,nm0770848,Jeffrey Schenck
1150,nm0277730,Bill Finger
1151,nm1568755,Brian Azzarello
1152,nm3798121,Filippo Bologna
1153,nm6290393,Jeanne Ryan
1154,nm1618225,Peter A. Dowling
1155,nm0623604,Dylan Neal
1156,nm0000682,Paul Verhoeven
1157,nm0519154,Rachel Long
1158,nm2074041,Rachel Tunnard
1159,nm4638841,Niisku Haapala
1160,nm2082787,Brian Bolland
1161,nm0938379,Marv Wolfman
1162,nm7040899,Shane Amsterdam
1163,nm8303902,Khalladi Shérazade
1164,nm0619762,Mira Nair
1165,nm3033111,Adam Stephen Kelly
1166,nm7343182,Jeff Richard
1167,nm1634307,Kieran Fitzgerald
1168,nm4950667,Creighton Rothenberger
1169,nm0052442,Steve Bannon
1170,nm1513241,Jay Bauman
1171,nm0001756,Barry Sonnenfeld
1172,nm0342278,Jacob Grimm
1173,nm0821179,Hanala Sagal
1174,nm2559080,Elizabeth Wood
1175,nm0645240,Miikko Oikkonen
1176,nm1323584,Mads Matthiesen
1177,nm0743671,Matt Ross
1178,nm3702103,James Dean Simington
1179,nm1429512,Jason Smilovic
1180,nm8281888,Cherryyoko
1181,nm0734472,Gene Roddenberry
1182,nm0266045,Adriana Falcão
1183,nm0504642,Louis Leterrier
1184,nm0333060,David S. Goyer
1185,nm0345615,Christian Gudegast
1186,nm1496686,Trey Nelson
1187,nm0716347,Nicolas Winding Refn
1188,nm3203841,Chad St. John
1189,nm4565159,Bob Rozakis
1190,nm2603491,Sung-soo Kim
1191,nm2951613,Gilles Paris
1192,nm1556126,Scott Milam
1193,nm3743255,Triin Ruumet
1194,nm1985424,Jarrett Lee Conaway
1195,nm0931937,William Carlos Williams
1196,nm3396634,Aleksey Onishchenko
1197,nm1318193,Man-Hee Lee
1198,nm7770042,Teri Wilson
1199,nm3857698,Andreas Lampropoulos
1200,nm1074879,Kellie D. Lewis
1201,nm1217916,Julian Sheppard
1202,nm1956691,Jamie Linden
1203,nm0567620,John Michael McDonagh
1204,nm1964923,Habib Faisal
1205,nm0122334,Alan Burnett
1206,nm2689835,Jean-Luc Lagarce
1207,nm2847100,Tiffany Hsiung
1208,nm1417099,Paul Stodolny
1209,nm6546947,Antony Jones
1210,nm4021083,Mitchell Zuckoff
1211,nm0692708,Ari Posner
1212,nm0230669,Davis Doi
1213,nm0014960,Alexandre Aja
1214,nm3136866,Kevin Van Stevenson
1215,nm0198938,Lamar Damon
1216,nm3451227,Nisio Isin
1217,nm1164921,Torstein Grude
1218,nm2965766,Nikolay Kulikov
1219,nm0649460,Roberto Orci
1220,nm0848414,Lee Tamahori
1221,nm2878787,Frank Robbins
1222,nm0957169,Daniel Zirilli
1223,nm0024925,Hossein Amini
1224,nm1173295,Matthew Stuecken
1225,nm0000318,Tim Burton
1226,nm4544331,Syam Pushkaran
1227,nm6493866,Preeti Mamgain
1228,nm5650589,Nalan Kumarasamy
1229,nm0701445,Shaun Pye
1230,nm0927382,Christopher Wiehl
1231,nm0682063,Jim Piddock
1232,nm1390437,Gary Lundgren
1233,nm1135423,Darren Lynn Bousman
1234,nm3613566,Sang-ho Yeon
1235,nm3834300,Noah Oppenheim
1236,nm1941029,Seo-kyeong Jeong
1237,nm1122940,Benjamin Morgaine
1238,nm1103162,Tim Story
1239,nm0146991,Fred Cavayé
1240,nm2410081,Lok Man Leung
1241,nm8356897,Eun-ill Lee
1242,nm1777773,Nicole Jefferson Asher
1243,nm0716980,Kelly Reichardt
1244,nm1436477,Nuno Markl
1245,nm2093933,Joshua Caldwell
1246,nm8540931,Thomas Dam
1247,nm0326040,Akiva Goldsman
1248,nm1908787,Mikko Myllylahti
1249,nm2832403,Juan Reina
1250,nm3131921,Brian Allgeier
1251,nm0239725,Olivier Ducastel
1252,nm4711195,Sharon Bolton
1253,nm2371802,Thomas Kail
1254,nm0140902,Lewis Carroll
1255,nm0001775,Whit Stillman
1256,nm2306331,Sean Macaulay
1257,nm0889522,Nia Vardalos
1258,nm6108735,Vladek Zankovsky
1259,nm0497398,Ho-jae Lee
1260,nm0989941,Shintaro Shimosawa
1261,nm0316447,Andrea Gibb
1262,nm2282414,Paul V. Seetachitt
1263,nm8413781,Christian La Monte
1264,nm0000149,Jodie Foster
1265,nm0277813,Hugh Fink
1266,nm0368074,Shinobu Hashimoto
1267,nm2673018,Lusa Silvestre
1268,nm1100075,Shaktimaan Talwar
1269,nm0638115,Gennaro Nunziante
1270,nm0517768,Dimitri Logothetis
1271,nm1802449,Rajat Arora
1272,nm3893748,Stephen Reynolds
1273,nm1897448,Daniel Marc Dreifuss
1274,nm0846070,Kristoffer Tabori
1275,nm2406394,Otto Binder
1276,nm2462311,Aleksey Mizgiryov
1277,nm0862211,Mike Thurmeier
1278,nm0666806,Don Michael Paul
1279,nm0666791,Cinco Paul
1280,nm1132447,Julien Hervé
1281,nm8245357,Manoj Tripathi
1282,nm0497231,Erica Li
1283,nm3361397,Tatsuya Oishi
1284,nm0999118,Michael Sinterniklaas
1285,nm5979724,Guillermo Calderón
1286,nm4789858,Janne Suhonen
1287,nm0666248,James Patterson
1288,nm0401195,Koan Hui
1289,nm0198810,Israel Sasha Demidov
1290,nm0712330,Rolando Ravello
1291,nm2752098,Chris Butler
1292,nm3814074,Tomasz Wasilewski
1293,nm1190816,Dylan Reeve
1294,nm1540404,Max Minghella
1295,nm2353561,Chuck Hogan
1296,nm4966991,Germano Zullo
1297,nm1811127,Joel Potrykus
1298,nm5671757,Cody Kennedy
1299,nm0000807,Jane Austen
1300,nm6176498,S.U. Arun Kumar
1301,nm8060038,Wolfgang Matzl
1302,nm5092324,Kim Barker
1303,nm0723351,Anne Rice
1304,nm4008890,Adam Egypt Mortimer
1305,nm0726638,Patricia Riggen
1306,nm0801220,Stuart Simpson
1307,nm1264352,Susanna White
1308,nm2387233,Vicky Wong
1309,nm4894169,Ian Sbf
1310,nm0819225,Emily Spivey
1311,nm3102998,Bo Burnham
1312,nm0126208,John Byrne
1313,nm0811583,Zack Snyder
1314,nm0524924,Robert Ludlum
1315,nm3603758,Michael Doneger
1316,nm0057842,Olivier Baroux
1317,nm0160840,Jon M. Chu
1318,nm1557894,P.G. Morgan
1319,nm3527897,Jordan Horowitz
1320,nm8355610,Brian T. Brown
1321,nm1376062,Hubbel Palmer
1322,nm1208603,Kyle Pennekamp
1323,nm2846800,Brendan Mertens
1324,nm2207625,Kleber Mendonça Filho
1325,nm0320910,Jill Girling
1326,nm1026778,Brad Furman
1327,nm0047259,Fenton Bailey
1328,nm0845464,Hjalmar Söderberg
1329,nm1510062,Mikey Day
1330,nm1520912,Robert Mearns
1331,nm2648812,Andrew Orr
1332,nm3601001,Paloma Aguilera Valdebenito
1333,nm2296215,Brian David Lazarte
1334,nm1823243,Reinert Kiil
1335,nm4098523,Anna Elizabeth James
1336,nm0426785,Michelle Johnston
1337,nm0440604,Anurag Kashyap
1338,nm8341682,David Rohde
1339,nm2672655,Oleg Malovichko
1340,nm1142065,Samantha Mazeras
1341,nm1229861,Paige Cameron
1342,nm0228262,Mark DiSalle
1343,nm1747747,Ravn Lanesskog
1344,nm0462525,Anya Kochoff
1345,nm0821466,Jerry Stahl
1346,nm1061091,Josh Campbell
1347,nm2489193,Evan Daugherty
1348,nm0508052,Crash Leyland
1349,nm8421031,Harri Sippola
1350,nm0874683,Kan-Cheung Tsang
1351,nm0888743,James Vanderbilt
1352,nm7407118,Lars Hubrich
1353,nm0362544,Gary Hardwick
1354,nm0354091,Andrew Haigh
1355,nm0800209,Joe Simon
1356,nm0689185,Mark Polish
1357,nm3016523,Hyeon-jin Park
1358,nm0518070,Kim-Ching Luk
1359,nm1210118,Ho Leung Lau
1360,nm0748429,Cliff Ruby
1361,nm2594800,Ryan Bosworth
1362,nm1170333,Kacey Arnold
1363,nm9822757,Sonu Sinha
1364,nm0566100,Hamish McColl
1365,nm0098953,Rachid Bouchareb
1366,nm0533145,David Mackay
1367,nm0403629,Michael Hurst
1368,nm3143608,Anna Waterhouse
1369,nm1113379,Ben Bachar
1370,nm4256393,Brian Pittman
1371,nm1199351,Marc Haimes
1372,nm0616880,Toni Myers
1373,nm0269899,Neill Fearnley
1374,nm3457034,Mathieu Oullion
1375,nm0184302,Suzette Couture
1376,nm4919186,Mark Bianculli
1377,nm0303503,Luís Galvão Teles
1378,nm6287571,Chris Kelly
1379,nm3986004,Dustin T. Benson
1380,nm1079776,George Nolfi
1381,nm1189755,Jonathan Jakubowicz
1382,nm1229520,Ben Falcone
1383,nm0449431,András Kern
1384,nm0584770,Simon Michaël
1385,nm0692634,Brian Posehn
1386,nm1996138,Manuela Burló Moreno
1387,nm0271017,David Feldman
1388,nm2016161,Sanyuktha Chawla Shaikh
1389,nm2317758,Caito Ortiz
1390,nm0000580,Luke Perry
1391,nm0423333,Phil Joanou
1392,nm2791716,James Gaudioso
1393,nm3156749,Cecilia Contreras
1394,nm1193346,Sean Ellis
1395,nm4965683,Malik Rumeau
1396,nm1666855,Raúl Arévalo
1397,nm0334381,Seth Grahame-Smith
1398,nm1289517,Kara Holden
1399,nm3670452,Jeff Howard
1400,nm0552842,Nicholas Martin
1401,nm2439708,Shakun Batra
1402,nm0619836,Babak Najafi
1403,nm2621817,Adrian Picardi
1404,nm2351757,Brian Hastings
1405,nm10603426,Enming Zhang
1406,nm2660044,Tom Segura
1407,nm0725983,John Ridley
1408,nm0189144,David Cross
1409,nm0194274,Catherine Cyran
1410,nm0553942,Steve Martino
1411,nm1921345,Steven C. Miller
1412,nm0008743,Jonathan Aibel
1413,nm0778343,Thorsten Schütte
1414,nm0799050,Marc Silverstein
1415,nm0543283,Harold Manning
1416,nm0456017,Rudyard Kipling
1417,nm1181258,Zoé Galeron
1418,nm0600872,Alan Moore
1419,nm0387890,Jonathan Hock
1420,nm0558873,Nic Mathieu
1421,nm8281887,Samson Sun
1422,nm4399227,Ali Wong
1423,nm0589316,Seton I. Miller
1424,nm4806266,Mickey Keating
1425,nm1552637,Dennis Widmyer
1426,nm1676221,Andy Samberg
1427,nm1880561,Harold Cronk
1428,nm0599472,Rafael Montero
1429,nm1335664,Peter Schweizer
1430,nm1393214,Brandon Broussard
1431,nm2530490,Al Plastino
1432,nm2318089,Kate Siegel
1433,nm1789315,Jenna Ricker
1434,nm0142636,Robert Cary
1435,nm1697290,Charles Barker
1436,nm2092839,Mark Millar
1437,nm1179457,Milap Zaveri
1438,nm1148550,Ava DuVernay
1439,nm4766743,Benjamin Font
1440,nm0924896,J.B. White
1441,nm0242658,Kevin Dunn
1442,nm8082316,Zac Blair
1443,nm0569790,Douglas McGrath
1444,nm6026697,Steven Leckart
1445,nm3065748,Tobias Nölle
1446,nm0198755,Michael Damian
1447,nm0375876,Conrad Helten
1448,nm1054899,Sophie Goodhart
1449,nm3098414,Nick Thornborrow
1450,nm0074184,Glenn Berger
1451,nm1942836,Martin Durkin
1452,nm4716566,Joel Morgan
1453,nm0796950,Jerry Siegel
1454,nm5733685,Diego Ayala
1455,nm4945007,Tony Hinchcliffe
1456,nm1754478,Padraig Reynolds
1457,nm1834338,Sagar Pandya
1458,nm0157787,Stephen Chin
1459,nm0004412,Ed Solomon
1460,nm0997990,Thomas Edward Seymour
1461,nm0495536,Nikolay Lebedev
1462,nm8412322,Rahul Ramakrishna
1463,nm6099014,Don Newton
1464,nm0004214,Bey Logan
1465,nm0443582,Nicholas Kazan
1466,nm2886415,Christian Sellers
1467,nm7545694,Joanne Fluke
1468,nm1062565,Jay Longino
1469,nm5325195,Jonathan Evison
1470,nm7495619,Wolfgang Herrndorf
1471,nm1125328,Carter Blanchard
1472,nm0517589,John Logan
1473,nm0175383,Alan Connor
1474,nm2320169,Mike Young
1475,nm0383273,David Higby
1476,nm5460212,Ori Halevy
1477,nm0335980,Puk Grasten
1478,nm2443713,Arthur Cary
1479,nm8311420,Alex Hastings
1480,nm0957772,Rob Zombie
1481,nm0776271,John Schultz
1482,nm0647695,Jussi Adler-Olsen
1483,nm0731930,Lanie Robertson
1484,nm5255735,Christopher Hyde
1485,nm1033517,Ariel Vromen
1486,nm1970598,Kirill Serebrennikov
1487,nm3871075,Abhijeet Shirish Deshpande
1488,nm3095779,Bob Haney
1489,nm7827610,Michael Angelo
1490,nm4389150,Ali Abbasi
1491,nm0829820,Scott Stewart
1492,nm0887153,Doesjka van Hoogdalem
1493,nm5082761,Alex Brewer
1494,nm0002041,Dean Devlin
1495,nm1385080,Chi Keung Fung
1496,nm0282064,Mandie Fletcher
1497,nm0680846,Todd Phillips
1498,nm2495732,Daniel Ragussis
1499,nm0456509,Lee Kirk
1500,nm1616666,Brett Granstaff
1501,nm2341319,Christian Sesma
1502,nm1768304,Gee Malik Linton
1503,nm1802093,Brian DeCubellis
1504,nm2656048,Karl Mueller
1505,nm0441839,Ross Katz
1506,nm0304541,Dennis Gansel
1507,nm0001754,Todd Solondz
1508,nm0756983,Hironobu Sakaguchi
1509,nm3846239,Christopher Storer
1510,nm0402493,Jeffrey G. Hunt
1511,nm1142073,Colm McCarthy
1512,nm5105724,Chris Majors
1513,nm0950759,Woo-Ping Yuen
1514,nm1896429,Johanna Hartikainen
1515,nm0720135,John Requa
1516,nm0000916,Peter Berg
1517,nm0004152,Roel Reiné
1518,nm2101545,Cecilia Aranovich
1519,nm3163794,Pa. Ranjith
1520,nm1757777,Dave Green
1521,nm0562775,Mimi Maynard
1522,nm0838289,Peter Sullivan
1523,nm0841291,Ognjen Svilicic
1524,nm0190988,Nicolas Cuche
1525,nm0099521,Bouli Lanners
1526,nm3217092,Renars Vimba
1527,nm0520569,Olivier Lorelle
1528,nm0664760,Angelo Pasquini
1529,nm0000165,Ron Howard
1530,nm0002657,Gary Ross
1531,nm3208946,Matt Cook
1532,nm0534856,Madhavan
1533,nm4381735,Emmy Blotnick
1534,nm0397174,Byron Howard
1535,nm1411972,Alex Lehmann
1536,nm2884816,Rebecca Daly
1537,nm3429375,Michael Schwartz
1538,nm0065847,Michael Frost Beckner
1539,nm0181741,Don Coscarelli
1540,nm2609083,Sergio Sánchez
1541,nm1047603,Jerry Robinson
1542,nm8082313,Christoph Younes
1543,nm0138809,John Carney
1544,nm0180506,Sarah Cornwell
1545,nm2686579,T.J. Fixman
1546,nm0719208,Chris Renaud
1547,nm8132946,Robert Phelps
1548,nm3242689,Edward Ricourt
1549,nm0310329,Yvan Gauthier
1550,nm6611534,Marius von Mayenburg
1551,nm6461877,Brandon Trask
1552,nm7115005,Thomas Ng
1553,nm3309607,Bryan Madole
1554,nm2615181,Philip Carlo
1555,nm7960762,Irene Brand
1556,nm0399520,Emily Hubley
1557,nm4423914,Vishal Vijay Kumar
1558,nm4179382,Jevons Au
1559,nm1556116,Kevin Kölsch
1560,nm2027904,Scott Crowell
1561,nm3281140,Fernando Navarro
1562,nm1329166,Raja Menon
1563,nm0000241,Jean-Claude Van Damme
1564,nm1548930,Paul Duddridge
1565,nm1812944,Jim Jefferies
1566,nm1937760,Ritesh Shah
1567,nm7427876,Lily Hollander
1568,nm0000881,Michael Bay
1569,nm4235049,Ognjen Glavonic
1570,nm1291105,J.A. Bayona
1571,nm7827939,Malcolm T. Goldman
1572,nm1637785,Liza Johnson
1573,nm2118270,Dániel Tiszeker
1574,nm0315041,Ricky Gervais
1575,nm4923135,Rodrigo Gasparini
1576,nm1698571,Evan Goldberg
1577,nm1928581,Baya Kasmi
1578,nm2154550,Reza Maghsoodi
1579,nm0911933,Zack Ward
1580,nm0284774,Anne Fontaine
1581,nm1601882,Phil Johnston
1582,nm0750000,Mogens Rukov
1583,nm1461945,Kevin Burke
1584,nm2477449,Michael Ferrucci
1585,nm0940125,Bronte Woodard
1586,nm3453283,Dan Kwan
1587,nm0318916,Craig Gillespie
1588,nm1895993,Brendan O'Brien
1589,nm0970447,Conrad Vernon
1590,nm0937306,Bille Woodruff
1591,nm0710420,Arthur Ransome
1592,nm0424901,David Leslie Johnson-McGoldrick
1593,nm0553303,Jacques Martineau
1594,nm1002012,Rich Tabach
1595,nm0953511,Travis Zariwny
1596,nm0479507,Jacques Labib
1597,nm0002973,Lev L. Spiro
1598,nm0701396,Olivier Py
1599,nm1167049,Fábio Porchat
1600,nm0533691,Angus MacLane
1601,nm2300216,Ómar Örn Hauksson
1602,nm2279441,Philip Koch
1603,nm1233089,Itzik Kricheli
1604,nm2194973,Damon Tod Hill
1605,nm0002042,Charles Dickens
1606,nm0005190,Garry Marshall
1607,nm0493257,Josh Lawson
1608,nm1639277,Michael Tiddes
1609,nm1160962,Henry Joost
1610,nm3857525,Kostas Skiftas
1611,nm8415573,Jan Bubenicek
1612,nm1537777,Hudson Obayuwana
1613,nm2329814,Chris Whaley
1614,nm5457825,Mark Elijah Rosenberg
1615,nm0766837,Jennifer Saunders
1616,nm0823721,Ben Stassen
1617,nm0142286,D.J. Caruso
1618,nm1061622,Robert Carlock
1619,nm0032227,Josh Appelbaum
